food_code,main_food_description,wweia_category_description,energy_(kcal),protein_(g),carbohydrate_(g),"sugars,_total_(g)","fiber,_total_dietary_(g)",total_fat_(g),"fatty_acids,_total_saturated_(g)","fatty_acids,_total_monounsaturated_(g)","fatty_acids,_total_polyunsaturated_(g)",cholesterol_(mg)
53415400,"Crisp, cherry",Cakes and pies,234,3.13,34.67,20.63,2.8,9.61,4.783,2.098,0.731,23
53415500,"Crisp, peach",Cakes and pies,214,2.98,29.6,15.52,2.7,9.59,4.775,2.092,0.733,23
53420000,"Cream puff, eclair, custard or cream filled, NS as to icing","Doughnuts, sweet rolls, pastries",280,4.2,11.05,2.38,0.3,24.39,13.333,5.272,1.242,135
53420100,"Cream puff, eclair, custard or cream filled, not iced","Doughnuts, sweet rolls, pastries",264,4.76,12.92,2.24,0.4,21.52,11.517,4.741,1.158,144
53420200,"Cream puff, eclair, custard or cream filled, iced","Doughnuts, sweet rolls, pastries",334,4.41,37.43,22.05,0.9,18.52,7.055,6.07,4.173,66
53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat","Doughnuts, sweet rolls, pastries",242,3.48,41.93,33.42,1.0,7.24,1.293,2.876,2.39,50
53420250,"Cream puff, no filling or icing","Doughnuts, sweet rolls, pastries",360,9.0,22.8,0.25,0.8,25.9,5.599,11.128,7.38,171
53420400,"Sopaipilla, without syrup or honey","Doughnuts, sweet rolls, pastries",367,5.79,41.46,0.14,1.4,20.18,4.928,8.036,5.67,0
53420410,Sopaipilla with syrup or honey,"Doughnuts, sweet rolls, pastries",361,4.38,51.7,20.88,1.1,16.25,3.976,6.489,4.567,0
53430100,"Crepe, chocolate filled","Pancakes, waffles, French toast",170,4.87,22.92,12.25,0.2,6.52,1.847,3.072,0.892,63
53430200,"Crepe, fruit filled","Pancakes, waffles, French toast",188,4.57,26.55,15.98,1.2,7.12,1.778,2.939,1.783,74
53430700,"Tamale, sweet","Doughnuts, sweet rolls, pastries",259,2.22,35.61,15.44,2.3,12.57,3.029,5.02,3.692,0
53440000,"Strudel, apple",Cakes and pies,281,1.96,37.18,21.1,0.8,14.08,7.604,2.823,0.501,39
53440300,"Strudel, berry",Cakes and pies,291,2.43,39.23,21.7,2.7,14.24,7.607,2.841,0.608,39
53440500,"Strudel, cherry",Cakes and pies,296,2.22,40.68,24.84,1.0,14.1,7.612,2.836,0.51,39
53440600,"Strudel, cheese",Cakes and pies,358,5.85,39.14,19.41,0.4,19.81,11.044,4.188,0.694,60
53440700,"Strudel, peach",Cakes and pies,281,2.09,36.73,20.87,0.9,14.08,7.606,2.831,0.512,39
53441110,Baklava,Cakes and pies,440,6.58,37.55,12.8,2.5,29.34,10.926,8.791,5.135,48
53441210,Basbousa,Cakes and pies,282,4.81,43.76,29.79,0.8,9.94,2.43,4.176,2.464,3
53450000,"Turnover, fruit",Cakes and pies,316,3.0,42.6,21.4,2.6,16.1,2.457,7.449,5.376,0
53452100,"Pastry, fruit-filled","Doughnuts, sweet rolls, pastries",400,4.76,54.43,25.92,4.0,19.61,3.825,8.689,5.643,18
53452120,"Pastry, made with bean or lotus seed paste filling, baked","Doughnuts, sweet rolls, pastries",340,6.99,68.1,36.49,2.7,4.45,0.841,1.036,1.847,49
53452130,"Pastry, made with bean paste and salted egg yolk filling, baked","Doughnuts, sweet rolls, pastries",339,8.59,56.98,30.54,2.2,8.61,2.327,2.861,2.256,226
53452150,"Pastry, Chinese, made with rice flour","Doughnuts, sweet rolls, pastries",242,2.78,45.05,19.09,0.5,6.0,0.892,1.869,2.885,0
53452170,"Pastry, cookie type, fried","Doughnuts, sweet rolls, pastries",397,5.97,35.48,12.88,1.0,25.7,7.131,9.024,6.559,104
53452200,"Pastry, Italian, with cheese","Doughnuts, sweet rolls, pastries",267,7.52,35.06,13.08,0.8,10.94,5.145,2.715,1.989,38
53452400,"Pastry, puff","Doughnuts, sweet rolls, pastries",558,7.4,45.7,0.75,1.5,38.5,5.502,8.828,22.228,0
53452420,"Pastry, puff, custard or cream filled, iced or not iced","Doughnuts, sweet rolls, pastries",410,5.68,30.09,4.7,0.8,29.72,7.665,6.691,12.857,39
53452450,Cheese pastry puffs,"Doughnuts, sweet rolls, pastries",265,9.3,13.4,0.2,0.4,19.54,5.87,7.706,4.252,121
53452500,"Pastry, mainly flour and water, fried","Doughnuts, sweet rolls, pastries",434,7.75,59.25,15.68,3.7,18.11,4.164,6.117,6.204,0
53453150,"Empanada, fruit",Cakes and pies,260,2.67,36.96,15.43,1.8,11.51,3.714,5.426,1.433,0
53500100,"Breakfast pastry, NFS","Doughnuts, sweet rolls, pastries",371,5.4,47.8,27.53,1.9,18.5,4.86,10.026,2.364,114
53510000,"Danish pastry, plain or spice","Doughnuts, sweet rolls, pastries",403,7.0,44.6,19.78,1.3,22.4,5.681,12.515,2.933,21
53510100,"Danish pastry, with fruit","Doughnuts, sweet rolls, pastries",371,5.4,47.8,27.53,1.9,18.5,4.86,10.026,2.364,114
53511000,"Danish pastry, with cheese","Doughnuts, sweet rolls, pastries",374,8.0,37.2,6.95,1.0,21.9,6.794,11.313,2.575,23
53520000,"Doughnut, NFS","Doughnuts, sweet rolls, pastries",426,5.52,49.52,23.51,1.8,22.86,9.852,7.567,3.601,20
53520100,"Doughnut, cake type, plain","Doughnuts, sweet rolls, pastries",434,5.31,47.06,18.15,1.7,24.93,11.105,8.544,3.915,10
53520120,"Doughnut, chocolate","Doughnuts, sweet rolls, pastries",417,5.2,51.95,26.05,3.7,22.44,9.276,7.542,4.491,7
53520130,"Doughnut, cake type, powdered sugar","Doughnuts, sweet rolls, pastries",431,4.9,51.12,24.28,1.6,23.01,10.251,7.887,3.614,9
53520135,"Doughnut, cake type, with icing","Doughnuts, sweet rolls, pastries",431,4.25,51.23,27.14,1.4,23.19,9.479,7.807,4.722,8
53520140,"Doughnut, cake type, chocolate icing","Doughnuts, sweet rolls, pastries",427,4.47,50.29,26.06,1.5,23.46,9.989,8.639,3.577,8
53520160,"Doughnut, chocolate, with chocolate icing","Doughnuts, sweet rolls, pastries",413,5.42,51.01,24.97,3.9,22.72,9.787,8.374,3.346,7
53520170,Doughnut holes,"Doughnuts, sweet rolls, pastries",426,5.52,49.52,23.51,1.8,22.86,9.852,7.567,3.601,20
53520200,Churros,"Doughnuts, sweet rolls, pastries",419,6.05,48.87,23.38,2.6,22.21,9.247,7.09,3.509,29
53520510,Beignet,"Doughnuts, sweet rolls, pastries",417,5.46,53.69,31.09,1.9,20.18,8.403,6.443,3.189,27
53521110,"Doughnut, yeast type","Doughnuts, sweet rolls, pastries",421,6.14,47.93,22.75,2.1,22.7,9.453,7.248,3.588,30
53521130,"Doughnut, yeast type, with chocolate icing","Doughnuts, sweet rolls, pastries",416,5.13,50.98,29.74,1.9,21.68,8.668,7.602,3.316,24
53521140,"Doughnut, jelly","Doughnuts, sweet rolls, pastries",390,4.94,52.33,28.44,1.9,18.16,7.563,5.799,2.871,24
53521210,"Doughnut, custard-filled","Doughnuts, sweet rolls, pastries",363,5.2,42.86,21.59,1.7,18.92,7.766,6.256,2.888,24
53521230,"Doughnut, custard-filled, with icing","Doughnuts, sweet rolls, pastries",368,4.52,46.25,27.61,1.6,18.7,7.392,6.716,2.778,20
53530000,Breakfast tart,"Doughnuts, sweet rolls, pastries",385,4.01,71.83,31.0,1.8,9.02,3.091,2.186,3.36,0
53530010,"Breakfast tart, lowfat","Doughnuts, sweet rolls, pastries",372,3.99,76.8,4.87,1.5,5.99,1.393,3.338,0.878,0
53610100,"Coffee cake, crumb or quick-bread type","Doughnuts, sweet rolls, pastries",396,6.49,51.29,26.6,1.4,18.44,6.884,3.407,5.035,63
53610170,"Coffee cake, crumb or quick-bread type, with fruit","Doughnuts, sweet rolls, pastries",322,4.2,50.17,33.82,1.2,11.8,4.379,2.166,3.209,40
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled","Doughnuts, sweet rolls, pastries",365,6.8,45.07,22.86,1.2,17.55,7.006,3.327,4.379,61
53710400,Cereal or granola bar (General Mills Fiber One Chewy Bar),Cereal bars,389,5.0,69.82,25.0,22.5,10.0,3.397,3.522,2.334,0
53710500,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),Cereal bars,365,4.22,67.61,28.98,3.0,8.67,1.442,1.989,4.544,0
53710502,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),Cereal bars,365,4.22,67.61,28.98,3.0,8.67,1.442,1.989,4.544,0
53710504,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),Cereal bars,403,9.38,66.72,32.45,7.5,10.93,1.93,5.705,2.581,0
53710600,Milk 'n Cereal bar,Cereal bars,413,6.47,72.05,45.97,0.4,10.98,9.114,1.186,0.239,6
53710700,Cereal or granola bar (Kellogg's Special K bar),Cereal bars,409,9.09,72.73,31.8,1.8,9.09,0.0,6.567,2.049,0
53710800,Cereal or granola bar (Kashi Chewy),Nutrition bars,390,16.67,63.42,42.31,7.7,7.69,3.227,2.558,1.228,6
53710802,Cereal or granola bar (Kashi Crunchy),Nutrition bars,429,18.57,53.26,17.14,11.4,15.71,1.213,9.486,4.181,0
53710810,Cereal or granola bar (KIND Fruit and Nut Bar),Cereal bars,502,13.89,43.74,22.56,5.8,32.28,3.826,18.916,7.092,0
53710900,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),Cereal bars,415,5.71,72.27,42.86,3.8,11.43,1.435,4.585,4.028,0
53710902,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",Cereal bars,423,5.71,74.29,40.0,4.4,11.43,1.372,6.372,3.476,0
53710904,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),Cereal bars,487,9.14,61.14,33.14,2.9,22.86,6.857,9.083,5.141,0
53710906,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),Cereal bars,471,10.1,64.4,28.57,5.3,19.8,2.37,4.38,12.05,0
53711000,Cereal or granola bar (Quaker Chewy Granola Bar),Cereal bars,418,5.65,70.2,28.92,3.8,16.57,6.061,6.967,1.576,0
53711002,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),Cereal bars,408,4.17,79.17,29.17,4.2,8.33,2.083,2.945,1.929,0
53711004,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),Cereal bars,412,5.55,69.4,20.8,3.1,12.5,5.008,5.303,1.44,0
53711006,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),Cereal bars,480,7.52,64.96,37.61,3.2,20.42,8.693,3.499,7.051,0
53711100,Cereal or granola bar (Quaker Granola Bites),Cereal bars,451,7.17,66.27,30.0,5.7,17.5,9.888,3.194,2.546,0
53712000,"Snack bar, oatmeal",Cereal bars,389,6.67,75.47,31.54,4.6,6.67,1.299,1.531,2.559,36
53712100,"Cereal or Granola bar, NFS",Cereal bars,471,10.1,64.4,28.57,5.3,19.8,2.37,4.38,12.05,0
53712200,"Cereal or granola bar, lowfat, NFS",Cereal bars,408,4.17,79.17,29.17,4.2,8.33,2.083,2.945,1.929,0
53712210,"Cereal or granola bar, nonfat",Cereal bars,342,5.9,77.6,45.24,7.4,0.9,0.2,0.24,0.35,0
53713000,"Cereal or granola bar, reduced sugar, NFS",Cereal bars,412,5.55,69.4,20.8,3.1,12.5,5.008,5.303,1.44,0
53713010,"Cereal or granola bar, fruit and nut",Cereal bars,502,13.89,43.74,22.56,5.8,32.28,3.826,18.916,7.092,0
53713100,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",Cereal bars,471,10.1,64.4,28.57,5.3,19.8,2.37,4.38,12.05,0
53714200,"Cereal or granola bar, chocolate coated, NFS",Cereal bars,480,7.52,64.96,37.61,3.2,20.42,8.693,3.499,7.051,0
53714210,"Cereal or granola bar, with coconut, chocolate coated",Cereal bars,531,5.2,55.2,34.27,6.2,32.2,22.72,4.97,3.1,0
53714220,"Cereal or granola bar with nuts, chocolate coated",Cereal bars,536,9.6,54.1,23.63,3.8,31.2,17.065,6.561,1.906,12
53714230,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",Cereal bars,455,8.6,60.13,34.0,4.3,20.0,5.668,9.491,3.643,0
53714250,"Cereal or granola bar, coated with non-chocolate coating",Cereal bars,508,10.2,53.4,23.74,2.8,31.1,17.01,6.54,1.9,12
53714300,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",Cereal bars,389,5.0,69.82,25.0,22.5,10.0,3.397,3.522,2.334,0
53714400,"Cereal or granola bar, with rice cereal",Cereal bars,417,3.4,80.5,19.36,0.0,9.0,1.4,2.5,5.1,0
53714500,"Breakfast bar, NFS",Cereal bars,376,4.4,72.8,35.1,2.1,7.5,1.5,5.0,0.9,0
53714510,"Breakfast bar, date, with yogurt coating",Cereal bars,348,3.7,70.9,46.36,4.6,7.3,1.123,3.003,2.772,0
53714520,"Breakfast bar, cereal crust with fruit filling, lowfat",Cereal bars,376,4.4,72.8,35.1,2.1,7.5,1.5,5.0,0.9,0
53720100,Nutrition bar (Balance Original Bar),Nutrition bars,415,28.0,48.73,34.89,3.1,12.0,1.149,8.115,1.969,1
53720200,Nutrition bar (Clif Bar),Nutrition bars,346,14.71,65.44,31.62,7.4,5.88,1.471,1.093,2.182,0
53720210,Nutrition bar (Clif Kids Organic Zbar),Nutrition bars,416,5.55,74.72,30.56,8.3,9.72,2.721,2.447,3.319,0
53720300,Nutrition bar (PowerBar),Nutrition bars,363,14.15,69.63,30.07,5.7,3.11,1.32,1.05,0.589,0
53720400,Nutrition bar (Slim Fast Original Meal Bar),Nutrition bars,386,16.19,60.21,25.0,5.1,8.92,5.36,2.428,1.132,7
53720500,Nutrition bar (Snickers Marathon Protein Bar),Nutrition bars,415,25.0,50.5,28.75,12.5,12.5,6.25,2.645,2.892,6
53720600,Nutrition bar (South Beach Living Meal Bar),Nutrition bars,386,16.19,60.21,25.0,5.1,8.92,5.36,2.428,1.132,7
53720610,Nutrition bar (South Beach Living High Protein Bar),Nutrition bars,412,30.34,38.4,15.17,7.3,15.17,3.384,4.29,5.326,3
53720700,Nutrition bar (Tiger's Milk),Nutrition bars,387,16.8,56.46,36.4,2.3,14.29,2.073,7.907,3.678,2
53720800,Nutrition bar (Zone Perfect Classic Crunch),Nutrition bars,426,30.0,45.0,27.0,2.0,14.0,4.499,3.828,4.804,8
53729000,"Nutrition bar or meal replacement bar, NFS",Nutrition bars,386,22.36,55.22,29.31,4.7,9.94,2.985,2.46,3.493,4
53800000,"Baby Toddler snack, NFS",Baby food: snacks and sweets,359,7.34,83.4,18.18,3.4,3.29,0.322,1.128,0.704,1
53801000,Baby Toddler bar,Baby food: snacks and sweets,344,5.43,68.63,42.0,1.7,5.3,0.453,3.107,1.541,1
53803100,Baby Toddler cookie,Baby food: snacks and sweets,420,9.88,69.79,24.55,3.0,11.24,1.581,6.274,2.214,10
53803300,Baby Toddler biscuit,Baby food: snacks and sweets,395,11.37,80.53,15.6,1.5,2.97,0.381,1.808,0.579,2
54001000,"Crackers, NFS","Crackers, excludes saltines",510,6.64,61.3,8.18,2.3,26.43,5.562,6.553,13.137,0
54102010,Graham crackers,Cookies and brownies,430,6.69,77.66,24.85,3.4,10.6,1.633,2.509,5.388,0
54102015,Graham crackers (Teddy Grahams),Cookies and brownies,430,6.69,77.66,24.85,3.4,10.6,1.633,2.509,5.388,0
54102020,"Graham crackers, chocolate covered",Cookies and brownies,500,4.0,66.78,37.3,2.2,25.8,17.2,2.7,4.9,1
54102050,"Crackers, oatmeal","Crackers, excludes saltines",455,7.3,70.73,15.48,6.9,16.4,3.21,3.47,8.474,0
54102060,"Crackers, Cuban",Cookies and brownies,430,5.6,73.8,17.6,1.0,12.8,3.212,7.13,1.729,0
54102100,"Graham crackers, reduced fat",Cookies and brownies,386,5.71,77.96,22.86,5.7,5.71,0.0,1.718,3.367,0
54102200,"Graham crackers, sandwich, with filling",Cookies and brownies,483,4.5,72.1,39.3,1.5,20.0,2.979,8.437,7.551,0
54103000,"Crackers, breakfast biscuit","Crackers, excludes saltines",427,7.12,70.99,22.83,7.3,15.07,2.235,5.321,6.273,0
54200100,"Crackers, butter, reduced sodium","Crackers, excludes saltines",443,8.8,68.6,0.37,10.5,17.2,3.393,5.88,6.596,0
54201010,"Crackers, matzo, reduced sodium","Crackers, excludes saltines",395,10.0,83.7,0.29,3.0,1.4,0.226,0.127,0.603,0
54202020,"Crackers, saltine, reduced sodium",Saltine crackers,416,9.39,73.48,2.19,2.9,8.75,1.978,2.221,4.021,0
54204020,"Crackers, wheat, reduced sodium","Crackers, excludes saltines",443,8.8,68.6,0.37,10.5,17.2,3.393,5.88,6.596,0
54204030,"Crackers, woven wheat, reduced sodium","Crackers, excludes saltines",443,8.8,68.6,0.37,10.5,17.2,3.393,5.88,6.596,0
54301010,"Crackers, butter, plain","Crackers, excludes saltines",510,6.64,61.3,8.18,2.3,26.43,5.562,6.553,13.137,0
54301020,"Crackers, butter, flavored","Crackers, excludes saltines",510,6.64,61.3,8.18,2.3,26.43,5.562,6.553,13.137,0
54301030,"Crackers, butter (Ritz)","Crackers, excludes saltines",510,6.64,61.3,8.18,2.3,26.43,5.562,6.553,13.137,0
54301100,"Crackers, butter, reduced fat","Crackers, excludes saltines",444,9.34,71.52,15.01,3.4,13.37,2.112,3.295,7.055,0
54304000,"Crackers, cheese","Crackers, excludes saltines",489,10.93,59.42,4.53,2.3,22.74,5.288,5.744,10.09,3
54304005,"Crackers, cheese (Cheez-It)","Crackers, excludes saltines",489,10.93,59.42,4.53,2.3,22.74,5.288,5.744,10.09,3
54304020,"Crackers, cheese (Goldfish)","Crackers, excludes saltines",489,10.93,59.42,4.53,2.3,22.74,5.288,5.744,10.09,3
54304100,"Crackers, cheese, reduced fat","Crackers, excludes saltines",418,10.0,68.19,0.0,3.3,11.67,3.333,2.121,5.273,0
54304110,"Crackers, cheese, reduced sodium","Crackers, excludes saltines",503,10.1,58.2,0.28,2.4,25.3,9.638,11.852,2.457,13
54304150,"Crackers, cheese, whole grain","Crackers, excludes saltines",412,9.62,57.29,0.0,6.4,16.03,3.206,8.015,3.206,16
54305010,"Crackers, crispbread","Crackers, excludes saltines",366,7.9,82.2,1.07,16.5,1.3,0.145,0.165,0.557,0
54305020,"Crackers, flatbread","Crackers, excludes saltines",412,9.85,75.23,2.92,10.2,8.25,0.744,5.504,1.344,0
54307000,"Crackers, matzo","Crackers, excludes saltines",395,10.0,83.7,0.29,3.0,1.4,0.226,0.127,0.603,0
54308000,"Crackers, milk","Crackers, excludes saltines",446,7.6,71.73,10.32,3.4,13.77,2.912,5.485,4.867,11
54313000,"Crackers, oyster",Saltine crackers,418,9.46,74.05,1.29,2.8,8.64,1.653,1.986,4.835,0
54318000,"Chips, rice","Tortilla, corn, other chips",384,8.2,81.5,0.6,4.2,2.8,0.642,1.03,0.98,0
54318500,Rice cake,"Crackers, excludes saltines",392,7.1,81.1,0.88,4.2,4.3,0.875,1.582,1.52,0
54319000,"Crackers, rice","Crackers, excludes saltines",416,10.0,82.64,0.0,0.0,5.0,0.0,3.021,1.641,0
54319005,"Crackers, rice and nuts","Crackers, excludes saltines",430,10.78,77.41,0.37,0.8,8.85,0.345,5.405,2.589,0
54319020,Popcorn cake,"Crackers, excludes saltines",384,9.7,80.1,0.72,2.9,3.1,0.48,0.92,1.35,0
54319500,Rice paper,"Crackers, excludes saltines",323,5.91,72.26,0.27,0.5,1.11,0.328,0.376,0.322,0
54325000,"Crackers, saltine",Saltine crackers,418,9.46,74.05,1.29,2.8,8.64,1.653,1.986,4.835,0
54325010,"Crackers, saltine, reduced fat",Saltine crackers,393,10.5,82.3,0.38,2.7,1.6,0.244,0.142,0.685,0
54325060,"Crackers, saltine, multigrain",Saltine crackers,398,7.14,68.25,0.0,6.7,10.71,0.0,2.793,7.229,0
54326000,"Crackers, multigrain","Crackers, excludes saltines",482,7.1,67.6,12.0,3.5,20.4,3.3,5.0,11.8,0
54328000,"Crackers, sandwich","Crackers, excludes saltines",494,11.47,58.38,10.5,2.3,24.54,4.803,13.468,4.551,0
54328100,"Crackers, sandwich, peanut butter filled","Crackers, excludes saltines",494,11.47,58.38,10.5,2.3,24.54,4.803,13.468,4.551,0
54328105,"Crackers, sandwich, peanut butter filled (Ritz)","Crackers, excludes saltines",482,7.5,57.14,10.0,2.5,25.0,5.06,10.8,7.45,0
54328110,"Crackers, sandwich, reduced fat, peanut butter filled","Crackers, excludes saltines",437,8.33,63.49,11.11,2.8,16.67,2.778,5.556,6.944,0
54328120,"Crackers, whole grain, sandwich, peanut butter filled","Crackers, excludes saltines",465,14.12,54.59,9.41,9.4,21.18,4.525,9.779,4.497,0
54328200,"Crackers, sandwich, cheese filled","Crackers, excludes saltines",477,9.3,61.7,3.18,1.9,21.1,6.125,11.254,2.567,2
54328210,"Crackers, sandwich, cheese filled (Ritz)","Crackers, excludes saltines",479,7.66,56.05,9.92,2.5,25.09,5.271,10.814,7.323,1
54336000,"Crackers, water","Crackers, excludes saltines",384,7.14,72.81,0.0,7.1,7.14,0.0,4.043,2.457,0
54336100,"Crackers, wonton","Crackers, excludes saltines",521,10.33,51.9,0.25,1.9,31.72,4.931,7.617,16.949,0
54337010,"Crackers, woven wheat","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0
54337020,"Crackers, woven wheat, plain (Triscuit)","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0
54337030,"Crackers, woven wheat, flavored (Triscuit)","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0
54337060,"Crackers, woven wheat, reduced fat","Crackers, excludes saltines",416,11.34,75.52,1.22,10.9,7.59,1.067,1.609,3.568,0
54338000,"Crackers, wheat","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0
54338010,"Crackers, wheat, plain (Wheat Thins)","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0
54338020,"Crackers, wheat, flavored (Wheat Thins)","Crackers, excludes saltines",441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0
54338100,"Crackers, wheat, reduced fat","Crackers, excludes saltines",444,9.34,71.52,15.01,3.4,13.37,2.112,3.295,7.055,0
54340100,"Crackers, gluten free, plain","Crackers, excludes saltines",453,11.25,66.3,0.86,10.2,15.84,2.069,7.004,5.981,0
54340110,"Crackers, gluten free, flavored","Crackers, excludes saltines",453,11.25,66.3,0.86,10.2,15.84,2.069,7.004,5.981,0
54350000,Baby Toddler crackers,Baby food: snacks and sweets,391,12.5,83.21,12.5,0.0,0.87,0.238,0.224,0.255,0
54350100,"Baby Toddler puffs, fruit",Baby food: snacks and sweets,344,6.19,85.79,17.84,3.8,2.3,0.143,0.306,0.527,0
54350200,"Baby Toddler puffs, vegetable",Baby food: snacks and sweets,344,6.19,85.79,17.84,3.8,2.3,0.143,0.306,0.527,0
54360000,Baby Toddler crunchies,Baby food: snacks and sweets,462,3.2,69.14,14.0,1.2,19.24,3.157,8.906,5.668,6
54360100,Baby Toddler wheels,Baby food: snacks and sweets,413,10.0,78.89,10.0,0.0,6.41,1.124,3.116,1.744,3
54401011,Corn nuts,"Tortilla, corn, other chips",446,8.5,71.86,0.61,6.9,15.64,2.43,9.46,3.05,0
54401021,"Corn chips, plain","Tortilla, corn, other chips",535,6.12,56.82,0.27,4.0,33.1,4.297,9.062,16.308,0
54401026,"Corn chips, flavored","Tortilla, corn, other chips",543,6.11,56.7,0.27,4.0,34.02,4.421,9.318,16.799,0
54401031,"Corn chips, plain (Fritos)","Tortilla, corn, other chips",539,6.17,57.27,0.27,4.0,33.36,4.331,9.134,16.438,0
54401035,"Corn chips, flavored (Fritos)","Tortilla, corn, other chips",536,6.14,56.98,0.27,4.0,33.19,4.309,9.089,16.356,0
54401055,Cheese flavored corn snacks,"Tortilla, corn, other chips",567,5.46,54.54,3.57,0.8,36.54,3.749,10.052,17.934,7
54401065,"Cheese flavored corn snacks, reduced fat","Tortilla, corn, other chips",432,8.5,72.35,7.29,3.6,12.1,2.1,3.5,5.74,1
54401075,"Tortilla chips, plain","Tortilla, corn, other chips",472,7.1,67.78,0.78,5.4,20.68,2.811,5.664,10.769,0
54401081,Cheese flavored corn snacks (Cheetos),"Tortilla, corn, other chips",567,5.46,54.54,3.57,0.8,36.54,3.749,10.052,17.934,7
54401085,"Tortilla chips, flavored","Tortilla, corn, other chips",519,7.36,60.81,2.59,5.1,27.42,3.876,9.089,12.257,0
54401090,"Corn chips, reduced sodium","Tortilla, corn, other chips",549,6.84,56.75,0.41,3.9,33.63,4.454,9.281,17.065,0
54401110,"Tortilla chips, nacho cheese flavor (Doritos)","Tortilla, corn, other chips",519,7.36,60.81,2.59,5.1,27.42,3.876,9.089,12.257,0
54401111,"Tortilla chips, cool ranch flavor (Doritos)","Tortilla, corn, other chips",470,7.06,67.44,0.78,5.4,20.58,2.797,5.636,10.715,0
54401112,"Tortilla chips, other flavors (Doritos)","Tortilla, corn, other chips",519,7.36,60.81,2.59,5.1,27.42,3.876,9.089,12.257,0
54401121,"Tortilla chips, reduced fat, plain","Tortilla, corn, other chips",411,10.86,79.07,0.84,5.2,5.63,0.839,1.639,2.833,0
54401122,"Tortilla chips, reduced fat, flavored","Tortilla, corn, other chips",411,10.86,79.07,0.84,5.2,5.63,0.839,1.639,2.833,0
54401170,"Tortilla chips, low fat, unsalted","Tortilla, corn, other chips",416,11.0,80.1,0.85,5.3,5.7,0.85,1.66,2.87,0
